SMILES,ALPHA
*CCc1nc(-c2ccc(-c3csc(*)n3)cc2)cs1,33.915
*CCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,27.791
*CC(*)C(=O)OCCOCC(F)(F)C(F)(F)C(F)(F)F,18.088
*c1ccc(Oc2ccc(N3C(=O)N(*)C3=O)cc2)cc1,27.928
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,22.942
*CC(*)(C)C(=O)Oc1cc(C)cc(C)c1,21.932
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,23.159
*CCCCCCOC(=O)/C=C/C(=O)O*,20.541
*CC(*)(F)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,17.76
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,23.197
*CCOC(=O)C1CCC(C(=O)O*)CC1,18.678
*CC1CCC(COC(=O)C(=O)O*)CC1,18.97
*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,26.684
*OC(C)CCOC(=O)c1cccc(C(*)=O)c1,23.281
*CCCCCCCCC(=O)N*,17.785
*OC(C)CCOC(=O)c1ccc(C(*)=O)cc1,23.586
*Cc1ccc(COC(=O)CCC(=O)O*)cc1,22.809
*CCCCOC(=O)c1ccccc1C(=O)O*,22.697
*COC(=O)OC1C(*)OC2OC(C)(C)OC21,18.261
*O[Si](*)(C)CCCCC1COC(=O)O1,18.973
*CC1CC1CNC(=O)C1CC1C(=O)N*,20.024
*CCOC(=O)Cc1ccc(CC(=O)O*)cc1,22.32
*/C=C/C1CC(*)C(F)(F)C1(F)OC(F)(F)C(F)(F)C(F)(F)F,18.462
*Oc1ccc(OC(=O)CCCCC(*)=O)cc1,22.84
*/C=C/C(C)C(*)C(=O)OCCCC,18.698
*Oc1ccc(OC(=O)Oc2ccc(C(*)=O)cc2)cc1,27.724
*C(=O)c1ccc(C(=O)N2CCN(*)CC2)cc1,24.141
*OC(C)CCOC(=O)c1ccccc1C(*)=O,22.994
*Nc1cccc(NC(=O)c2cccc(C(*)=O)c2)c1,28.709
*CCCCOC(=O)NCCNC(=O)O*,18.939
*C(=O)c1cccc(C(=O)N2CCN(*)CC2)c1,23.757
*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,26.995
*C(=O)C1C(C)C1C(=O)N1CCN(*)CC1,19.958
*C(=O)C1CC1(C)C(=O)N1CCN(*)CC1,19.928
*c1cccc(S(=O)(=O)NCCNS(*)(=O)=O)c1,23.189
*CCOC(=O)NCCC(C)NC(=O)O*,18.58
*CCCN(*)C(=O)CCCCC,17.791
*CCN(*)C(=O)CCCCCC,17.869
*Nc1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,29.42
*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)cc1,31.401
*CC(*)[Si](C)(C)Cc1ccccc1,22.596
*C(=O)CNC(=O)CNC(=O)C1CCCN1*,20.209
*NC(CCC(=O)OCCCC)C(*)=O,18.626
*O[Si](C)(Oc1ccc(*)cc1)c1ccccc1,26.422
*c1ccc(-c2cnc3cc4nc(*)cnc4cc3n2)cc1,35.854
*/C=C/C(C(=O)OCC)C(*)C(=O)OCC,19.518
*/C(Cl)=C(/*)CCCCCCCC,20.169
*CCC(=O)OC(=O)CCC1CCC(*)O1,19.083
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,22.662
*Sc1ccc(Cc2ccc(SC(*)=O)cc2)cc1,30.979
*CC(*)C(=O)N(CCC)CCC,17.806
*CC(*)C(=O)n1c2ccccc2c2ccccc21,27.751
*CC(*)(C)C(=O)Oc1c(C)cccc1C,21.573
*/C=C(/*)c1ccc2ccc3cccc4ccc1c2c34,33.574
*CC(*)(OC(C)=O)c1ccc(OC(C)=O)cc1,22.804
*CC(*)(CC(=O)OCCCl)C(=O)OCCCl,21.295
*CC(*)(CC(=O)OC1CCCC1)C(=O)O,18.818
*CC(*)(C)C(=O)Oc1cccc(C)c1C,21.642
*CC(*)(C)C(=O)OC1CCC(Cl)CC1,20.233
*CC(*)(C)C(=O)OC1CCCCC1Cl,19.868
*Oc1ccc(OC(=O)Oc2ccc(OC(*)=O)cc2)cc1Cl,29.217
*CC(OC)C(C(=O)OC)C(*)C(=O)OC,18.192
*c1ccc(-c2cnc3cc4ncc(*)nc4cc3n2)cc1,35.596
*/C=C(/*)c1ccc(C(=O)c2ccc([N+](=O)[O-])cc2)cc1,30.24
*CC(*)(C)C(=O)OC(C)OC(C)C,17.73
*/C=C(/*)CNS(=O)(=O)c1cccc2ccccc12,26.966
*CC(*)(C)C(=O)Oc1cc(C)ccc1C,21.794
*/C(C)=C(/*)CCCCCCC,18.283
*CC(*)(C)C(=O)OC(CC)OCC,17.696
*Nc1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1,29.092
*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1,31.399
*Nc1cccc(NC(=O)c2ccc(C(*)=O)cc2)c1,29.095
*CC(*)(C)C(=O)OC1(C)CCOC(=O)C1,18.561
*CC(c1ccccc1)C(C(=O)O)C(*)C(=O)O,22.208
*c1cc(/N=N/c2ccc(S(=O)(=O)O)cc2)cc(*)c1O,32.06
*Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(*)=O)cc2)cc1,31.959
*C1C=C(C(*)(C)C)C2CC=CCC12,19.925
*CC(*)CCC(C)C=C(C)C,18.084
*Oc1cccc(OC(=O)Oc2ccc(OC(*)=O)cc2)c1,27.023
*CC=C1c2ccccc2C(*)c2ccccc21,27.365
*CC(OCC)C(C#N)(C#N)C(*)(C#N)C(=O)OC,21.692
*/C=C/C1CC(*)C2C3CCC(C3)C12,19.254
*CC(CS(=O)(=O)CCCCC)O*,18.955
*CC(COCCOCCOC)O*,17.429
*C#Cc1sc(-c2sc(*)c3c2OCCO3)c2c1OCCO2,34.197
*c1cc(C(=O)OCCCCCC)c(*)s1,22.94
*Oc1ccc(/C=N/c2ccccc2OC)cc1*,28.95
*CC(*)(C)C(=O)Oc1ccc(C(C)=O)c(O)c1,23.304
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,18.398
*CC(*)(C)C(=O)OCC(=O)Nc1cc(C)on1,21.463
*OC(=O)CCC(=O)OC1COC2C(*)COC12,19.367
*CC(COCOCC(C)([N+](=O)[O-])[N+](=O)[O-])O*,19.016
*/C=C/C(C)C(*)C(=O)OCC(C)C,18.75
*CCCCCCSSCCSS*,26.947
*N=P(*)(Nc1ccccc1)Nc1ccccc1,25.983
*Oc1cccc2c(OC3(F)C(*)(F)C(F)(F)C3(F)F)cccc12,25.48
